name;surname;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
丂丄丅丆丏丒丗丟;丠両丣並丩丮丯丱;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
淍淎淏淐淒淓淔淕;淗淚淛淜淟淢淣わ;;;;;;涴;涶;涷;涹;涺;涻;涼;涽;涾;淁;淂;淃;淈;淉;淊;み;;;;;;;;;;;;;;;;;;;;
淧淨淩淪淭淯淰淲;淴淵淶淸淺淽淾ク;;;;;;淍;淎;淏;淐;淒;淓;淔;淕;淗;淚;淛;淜;淟;淢;淣;わ;;;;;;;;;;;;;;;;;;;;
渀渁渂渃渄渆渇済;渉渋渏渒渓渕渘タ;;;;;;淧;淨;淩;淪;淭;淯;淰;淲;淴;淵;淶;淸;淺;淽;淾;ク;;;;;;;;;;;;;;;;;;;;
減渜渞渟渢渦渧渨;渪測渮渰渱渳渵ハ;;;;;;渀;渁;渂;渃;渄;渆;渇;済;渉;渋;渏;渒;渓;渕;渘;タ;;;;;;;;;;;;;;;;;;;;
渶渷渹渻渼渽渾渿;湀湁湂湅湆湇湈ミ;;;;;;減;渜;渞;渟;渢;渦;渧;渨;渪;測;渮;渰;渱;渳;渵;ハ;;;;;;;;;;;;;;;;;;;;
湊湋湌湏湐湑湒湕;湗湙湚湜湝湞湠ワ;;;;;;渶;渷;渹;渻;渼;渽;渾;渿;湀;湁;湂;湅;湆;湇;湈;ミ;;;;;;;;;;;;;;;;;;;;
湢湣湤湥湦湧湨湩;湪湬湭湯湰湱湲狾;;;;;;湊;湋;湌;湏;湐;湑;湒;湕;湗;湙;湚;湜;湝;湞;湠;ワ;;;;;;;;;;;;;;;;;;;;
湴湵湶湷湸湹湺湻;湼湽満溁溂溄溇猒;;;;;;湢;湣;湤;湥;湦;湧;湨;湩;湪;湬;湭;湯;湰;湱;湲;狾;;;;;;;;;;;;;;;;;;;;
溊溋溌溍溎溑溒溓;溔溕準溗溙溚溛猳;;;;;;湴;湵;湶;湷;湸;湹;湺;湻;湼;湽;満;溁;溂;溄;溇;猒;;;;;;;;;;;;;;;;;;;;
溞溠溡溣溤溦溨溩;溫溬溭溮溰溳溵獱;;;;;;溊;溋;溌;溍;溎;溑;溒;溓;溔;溕;準;溗;溙;溚;溛;猳;;;;;;;;;;;;;;;;;;;;
溹溼溾溿滀滃滄滅;滆滈滉滊滌滍滎獜;;;;;;溞;溠;溡;溣;溤;溦;溨;溩;溫;溬;溭;溮;溰;溳;溵;獱;;;;;;;;;;;;;;;;;;;;
滒滖滘滙滛滜滝滣;滧滪滫滬滭滮滯獰;;;;;;溹;溼;溾;溿;滀;滃;滄;滅;滆;滈;滉;滊;滌;滍;滎;獜;;;;;;;;;;;;;;;;;;;;
滰滱滲滳滵滶滷滸;滺滻滼滽滾滿漀玂;;;;;;滒;滖;滘;滙;滛;滜;滝;滣;滧;滪;滫;滬;滭;滮;滯;獰;;;;;;;;;;;;;;;;;;;;
漃漄漅漇漈漊漋漌;漍漎漐漑漒漖漗玙;;;;;;滰;滱;滲;滳;滵;滶;滷;滸;滺;滻;滼;滽;滾;滿;漀;玂;;;;;;;;;;;;;;;;;;;;
漙漚漛漜漝漞漟漡;漢漣漥漦漧漨漬玱;;;;;;漃;漄;漅;漇;漈;漊;漋;漌;漍;漎;漐;漑;漒;漖;漗;玙;;;;;;;;;;;;;;;;;;;;
漰漲漴漵漷漸漹漺;漻漼漽漿潀潁潂珷;;;;;;漙;漚;漛;漜;漝;漞;漟;漡;漢;漣;漥;漦;漧;漨;漬;玱;;;;;;;;;;;;;;;;;;;;
潃潄潅潈潉潊潌潎;潏潐潑潒潓潔潕珡;;;;;;漰;漲;漴;漵;漷;漸;漹;漺;漻;漼;漽;漿;潀;潁;潂;珷;;;;;;;;;;;;;;;;;;;;
潗潙潚潛潝潟潠潡;潣潤潥潧潨潩潪珶;;;;;;潃;潄;潅;潈;潉;潊;潌;潎;潏;潐;潑;潒;潓;潔;潕;珡;;;;;;;;;;;;;;;;;;;;
潬潯潰潱潳潵潶潷;潹潻潽潾潿澀澁琌;;;;;;潗;潙;潚;潛;潝;潟;潠;潡;潣;潤;潥;潧;潨;潩;潪;珶;;;;;;;;;;;;;;;;;;;;
澃澅澆澇澊澋澏澐;澑澒澓澔澕澖澗琠;;;;;;潬;潯;潰;潱;潳;潵;潶;潷;潹;潻;潽;潾;潿;澀;澁;琌;;;;;;;;;;;;;;;;;;;;
澙澚澛澝澞澟澠澢;澣澤澥澦澨澩澪琽;;;;;;澃;澅;澆;澇;澊;澋;澏;澐;澑;澒;澓;澔;澕;澖;澗;琠;;;;;;;;;;;;;;;;;;;;
澬澭澮澯澰澱澲澴;澵澷澸澺澻澼澽瑺;;;;;;澙;澚;澛;澝;澞;澟;澠;澢;澣;澤;澥;澦;澨;澩;澪;琽;;;;;;;;;;;;;;;;;;;;
澿濁濃濄濅濆濇濈;濊濋濌濍濎濏濐瑥;;;;;;澬;澭;澮;澯;澰;澱;澲;澴;澵;澷;澸;澺;澻;澼;澽;瑺;;;;;;;;;;;;;;;;;;;;
濔濕濖濗濘濙濚濛;濜濝濟濢濣濤濥瑹;;;;;;澿;濁;濃;濄;濅;濆;濇;濈;濊;濋;濌;濍;濎;濏;濐;瑥;;;;;;;;;;;;;;;;;;;;
濦濧濨濩濪濫濬濭;濰濱濲濳濴濵濶璒;;;;;;濔;濕;濖;濗;濘;濙;濚;濛;濜;濝;濟;濢;濣;濤;濥;瑹;;;;;;;;;;;;;;;;;;;;
濸濹濺濻濼濽濾濿;瀀瀁瀂瀃瀄瀅瀆璤;;;;;;濦;濧;濨;濩;濪;濫;濬;濭;濰;濱;濲;濳;濴;濵;濶;璒;;;;;;;;;;;;;;;;;;;;
瀈瀉瀊瀋瀌瀍瀎瀏;瀐瀒瀓瀔瀕瀖瀗璷;;;;;;濸;濹;濺;濻;濼;濽;濾;濿;瀀;瀁;瀂;瀃;瀄;瀅;瀆;璤;;;;;;;;;;;;;;;;;;;;
瀙瀜瀝瀞瀟瀠瀡瀢;瀤瀥瀦瀧瀨瀩瀪瓲;;;;;;瀈;瀉;瀊;瀋;瀌;瀍;瀎;瀏;瀐;瀒;瀓;瀔;瀕;瀖;瀗;璷;;;;;;;;;;;;;;;;;;;;
瀫瀬瀭瀮瀯瀰瀱瀲;瀳瀴瀶瀷瀸瀺瀻瓘;;;;;;瀙;瀜;瀝;瀞;瀟;瀠;瀡;瀢;瀤;瀥;瀦;瀧;瀨;瀩;瀪;瓲;;;;;;;;;;;;;;;;;;;;
瀽瀾瀿灀灁灂灃灄;灅灆灇灈灉灊灋瓱;;;;;;瀫;瀬;瀭;瀮;瀯;瀰;瀱;瀲;瀳;瀴;瀶;瀷;瀸;瀺;瀻;瓘;;;;;;;;;;;;;;;;;;;;
灎灐灑灒灓灔灕灖;灗灘灙灚灛灜灝甇;;;;;;瀽;瀾;瀿;灀;灁;灂;灃;灄;灅;灆;灇;灈;灉;灊;灋;瓱;;;;;;;;;;;;;;;;;;;;
灠灡灢灣灤灥灦灧;灨灩灪灮灱灲灳甠;;;;;;灎;灐;灑;灒;灓;灔;灕;灖;灗;灘;灙;灚;灛;灜;灝;甇;;;;;;;;;;;;;;;;;;;;
灷灹灺灻災炁炂炃;炄炆炇炈炋炌炍畂;;;;;;灠;灡;灢;灣;灤;灥;灦;灧;灨;灩;灪;灮;灱;灲;灳;甠;;;;;;;;;;;;;;;;;;;;
炐炑炓炗炘炚炛炞;炟炠炡炢炣炤炥畯;;;;;;灷;灹;灺;灻;災;炁;炂;炃;炄;炆;炇;炈;炋;炌;炍;畂;;;;;;;;;;;;;;;;;;;;
炧炨炩炪炰炲炴炵;炶為炾炿烄烅烆疅;;;;;;炐;炑;炓;炗;炘;炚;炛;炞;炟;炠;炡;炢;炣;炤;炥;畯;;;;;;;;;;;;;;;;;;;;
烉烋烌烍烎烏烐烑;烒烓烔烕烖烗烚疧;;;;;;炧;炨;炩;炪;炰;炲;炴;炵;炶;為;炾;炿;烄;烅;烆;疅;;;;;;;;;;;;;;;;;;;;
烜烝烞烠烡烢烣烥;烪烮烰烱烲烳烴痏;;;;;;烉;烋;烌;烍;烎;烏;烐;烑;烒;烓;烔;烕;烖;烗;烚;疧;;;;;;;;;;;;;;;;;;;;
烶烸烺烻烼烾烿焀;焁焂焃焄焅焆焇痮;;;;;;烜;烝;烞;烠;烡;烢;烣;烥;烪;烮;烰;烱;烲;烳;烴;痏;;;;;;;;;;;;;;;;;;;;
焋焌焍焎焏焑焒焔;焗焛焜焝焞焟焠瘡;;;;;;烶;烸;烺;烻;烼;烾;烿;焀;焁;焂;焃;焄;焅;焆;焇;痮;;;;;;;;;;;;;;;;;;;;
焢焣焤焥焧焨焩焪;焫焬焭焮焲焳焴療;;;;;;焋;焌;焍;焎;焏;焑;焒;焔;焗;焛;焜;焝;焞;焟;焠;瘡;;;;;;;;;;;;;;;;;;;;
焵焷焸焹焺焻焼焽;焾焿煀煁煂煃煄癘;;;;;;焢;焣;焤;焥;焧;焨;焩;焪;焫;焬;焭;焮;焲;焳;焴;療;;;;;;;;;;;;;;;;;;;;
煇煈煉煋煍煏煐煑;煒煓煔煕煖煗煘癬;;;;;;焵;焷;焸;焹;焺;焻;焼;焽;焾;焿;煀;煁;煂;煃;煄;癘;;;;;;;;;;;;;;;;;;;;
煚煛煝煟煠煡煢煣;煥煩煪煫煬煭煯皁;;;;;;煇;煈;煉;煋;煍;煏;煐;煑;煒;煓;煔;煕;煖;煗;煘;癬;;;;;;;;;;;;;;;;;;;;
煱煴煵煶煷煹煻煼;煾煿熀熁熂熃熅皬;;;;;;煚;煛;煝;煟;煠;煡;煢;煣;煥;煩;煪;煫;煬;煭;煯;皁;;;;;;;;;;;;;;;;;;;;
熇熈熉熋熌熍熎熐;熑熒熓熕熖熗熚盁;;;;;;煱;煴;煵;煶;煷;煹;煻;煼;煾;煿;熀;熁;熂;熃;熅;皬;;;;;;;;;;;;;;;;;;;;
熜熝熞熡熢熣熤熥;熦熧熩熪熫熭熮隘;;;;;;熇;熈;熉;熋;熌;熍;熎;熐;熑;熒;熓;熕;熖;熗;熚;盁;;;;;;;;;;;;;;;;;;;;
熰熱熲熴熶熷熸熺;熻熼熽熾熿燀燁翱;;;;;;熜;熝;熞;熡;熢;熣;熤;熥;熦;熧;熩;熪;熫;熭;熮;隘;;;;;;;;;;;;;;;;;;;;
燄燅燆燇燈燉燊燋;燌燍燏燐燑燒燓跋;;;;;;熰;熱;熲;熴;熶;熷;熸;熺;熻;熼;熽;熾;熿;燀;燁;翱;;;;;;;;;;;;;;;;;;;;
燖燗燘燙燚燛燜燝;燞營燡燢燣燤燦斑;;;;;;燄;燅;燆;燇;燈;燉;燊;燋;燌;燍;燏;燐;燑;燒;燓;跋;;;;;;;;;;;;;;;;;;;;
燩燪燫燬燭燯燰燱;燲燳燴燵燶燷燸帮;;;;;;燖;燗;燘;燙;燚;燛;燜;燝;燞;營;燡;燢;燣;燤;燦;斑;;;;;;;;;;;;;;;;;;;;
燻燼燽燾燿爀爁爂;爃爄爅爇爈爉爊監;;;;;;燩;燪;燫;燬;燭;燯;燰;燱;燲;燳;燴;燵;燶;燷;燸;帮;;;;;;;;;;;;;;;;;;;;
爌爍爎爏爐爑爒爓;爔爕爖爗爘爙爚盻;;;;;;燻;燼;燽;燾;燿;爀;爁;爂;爃;爄;爅;爇;爈;爉;爊;監;;;;;;;;;;;;;;;;;;;;
爛爜爞爟爠爡爢爣;爤爥爦爧爩爫爭眔;;;;;;爌;爍;爎;爏;爐;爑;爒;爓;爔;爕;爖;爗;爘;爙;爚;盻;;;;;;;;;;;;;;;;;;;;
爯爲爳爴爺爼爾牀;牁牂牃牄牅牆牉睆;;;;;;爛;爜;爞;爟;爠;爡;爢;爣;爤;爥;爦;爧;爩;爫;爭;眔;;;;;;;;;;;;;;;;;;;;
牋牎牏牐牑牓牔牕;牗牘牚牜牞牠牣睙;;;;;;爯;爲;爳;爴;爺;爼;爾;牀;牁;牂;牃;牄;牅;牆;牉;睆;;;;;;;;;;;;;;;;;;;;
牥牨牪牫牬牭牰牱;牳牴牶牷牸牻牼悲;;;;;;牋;牎;牏;牐;牑;牓;牔;牕;牗;牘;牚;牜;牞;牠;牣;睙;;;;;;;;;;;;;;;;;;;;
犂犃犅犆犇犈犉犌;犎犐犑犓犔犕犖笨;;;;;;牥;牨;牪;牫;牬;牭;牰;牱;牳;牴;牶;牷;牸;牻;牼;悲;;;;;;;;;;;;;;;;;;;;
犘犙犚犛犜犝犞犠;犡犢犣犤犥犦犧毕;;;;;;犂;犃;犅;犆;犇;犈;犉;犌;犎;犐;犑;犓;犔;犕;犖;笨;;;;;;;;;;;;;;;;;;;;
犩犪犫犮犱犲犳犵;犺犻犼犽犾犿狀边;;;;;;犘;犙;犚;犛;犜;犝;犞;犠;犡;犢;犣;犤;犥;犦;犧;毕;;;;;;;;;;;;;;;;;;;;
狆狇狉狊狋狌狏狑;狓狔狕狖狘狚狛憋;;;;;;犩;犪;犫;犮;犱;犲;犳;犵;犺;犻;犼;犽;犾;犿;狀;边;;;;;;;;;;;;;;;;;;;;
ぐぁあぃいぅうぇ;えぉおかがきぎ睴;;;;;;狆;狇;狉;狊;狋;狌;狏;狑;狓;狔;狕;狖;狘;狚;狛;憋;;;;;;;;;;;;;;;;;;;;
だけげこごさざし;じすずせぜそぞ瞋;;;;;;ぐ;ぁ;あ;ぃ;い;ぅ;う;ぇ;え;ぉ;お;か;が;き;ぎ;睴;;;;;;;;;;;;;;;;;;;;
ばちぢっつづてで;とどなにぬねの瞣;;;;;;だ;け;げ;こ;ご;さ;ざ;し;じ;す;ず;せ;ぜ;そ;ぞ;瞋;;;;;;;;;;;;;;;;;;;;
むぱひびぴふぶぷ;へべぺほぼぽま矎;;;;;;ば;ち;ぢ;っ;つ;づ;て;で;と;ど;な;に;ぬ;ね;の;瞣;;;;;;;;;;;;;;;;;;;;
ゐめもゃやゅゆょ;よらりるれろゎ矡;;;;;;む;ぱ;ひ;び;ぴ;ふ;ぶ;ぷ;へ;べ;ぺ;ほ;ぼ;ぽ;ま;矎;;;;;;;;;;;;;;;;;;;;
ゑをんイゥウェ;エォオカガキギ帛;;;;;;ゐ;め;も;ゃ;や;ゅ;ゆ;ょ;よ;ら;り;る;れ;ろ;ゎ;矡;;;;;;;;;;;;;;;;;;;;
グァアィゴサザシ;ジスズセゼソゾ部;;;;;;;ゑ;を;ん;イ;ゥ;ウ;ェ;エ;ォ;オ;カ;ガ;キ;ギ;帛;;;;;;;;;;;;;;;;;;;;
ダケゲコツヅテデ;トドナニヌネノ蚕;;;;;;グ;ァ;ア;ィ;ゴ;サ;ザ;シ;ジ;ス;ズ;セ;ゼ;ソ;ゾ;部;;;;;;;;;;;;;;;;;;;;
バチヂッピフブプ;ヘベペホボポマ策;;;;;;ダ;ケ;ゲ;コ;ツ;ヅ;テ;デ;ト;ド;ナ;ニ;ヌ;ネ;ノ;蚕;;;;;;;;;;;;;;;;;;;;
ムパヒビヤュユョ;ヨラリルレロヮ诧;;;;;;バ;チ;ヂ;ッ;ピ;フ;ブ;プ;ヘ;ベ;ペ;ホ;ボ;ポ;マ;策;;;;;;;;;;;;;;;;;;;;
ヰメモャヴヵヶ狦;狧狪狫狵狶狹狽砄;;;;;;ム;パ;ヒ;ビ;ヤ;ュ;ユ;ョ;ヨ;ラ;リ;ル;レ;ロ;ヮ;诧;;;;;;;;;;;;;;;;;;;;
狜ヱヲン狣狤狥猈;猉猋猌猍猏猐猑砡;;;;;;ヰ;メ;モ;ャ;ヴ;ヵ;ヶ;狦;狧;狪;狫;狵;狶;狹;狽;砄;;;;;;;;;;;;;;;;;;;;
狿狝狟狢猅猆猇猤;猦猧猨猭猯猰猲硂;;;;;;狜;ヱ;ヲ;ン;狣;狤;狥;猈;猉;猋;猌;猍;猏;猐;猑;砡;;;;;;;;;;;;;;;;;;;;
猔猀猂猄猟猠猣獁;獂獃獄獅獆獇獈硰;;;;;;狿;狝;狟;狢;猅;猆;猇;猤;猦;猧;猨;猭;猯;猰;猲;硂;;;;;;;、;。;·;ˉ;ˇ;¨;〃;々;—;～;‖;…;‘;’
猵猘猙猚猼猽獀獓;獔獕獖獘獙獚獛碂;;;;;;猔;猀;猂;猄;猟;猠;猣;獁;獂;獃;獄;獅;獆;獇;獈;硰;;;;;“;”;〔;〕;〈;〉;《;》;「;」;『;』;〖;〗;【;】
獉猶猺猻獎獏獑獥;獦獧獨獩獪獫獮朝;;;;;;猵;猘;猙;猚;猼;猽;獀;獓;獔;獕;獖;獘;獙;獚;獛;碂;;;;;±;×;÷;∶;∧;∨;∑;∏;∪;∩;∈;∷;√;⊥;∥;∠
獝獊獋獌獢獣獤獹;獺獻獼獽獿玀玁晨;;;;;;獉;猶;猺;猻;獎;獏;獑;獥;獦;獧;獨;獩;獪;獫;獮;朝;;;;;⌒;⊙;∫;∮;≡;≌;≈;∽;∝;≠;≮;≯;≤;≥;∞;∵
獲獞獟獡獶獷獸玏;玐玒玓玔玕玗玘诚;;;;;;獝;獊;獋;獌;獢;獣;獤;獹;獺;獻;獼;獽;獿;玀;玁;晨;;;;;∴;♂;♀;°;′;″;℃;＄;¤;￠;￡;‰;§;№;☆;★
玃獳獴獵玊玌玍玤;玥玦玧玨玪玬玭尺;;;;;;獲;獞;獟;獡;獶;獷;獸;玏;玐;玒;玓;玔;玕;玗;玘;诚;;;;;○;●;◎;◇;◆;□;■;△;▲;※;→;←;↑;↓;〓;
玚玅玆玈玠玡玣玾;玿珁珃珄珅珆珇筹;;;;;;玃;獳;獴;獵;玊;玌;玍;玤;玥;玦;玧;玨;玪;玬;玭;尺;;;;;;;;;;;;;;;;;;;;
玴玜玝玞玹玼玽珖;珗珘珚珛珜珝珟碠;;;;;;玚;玅;玆;玈;玠;玡;玣;玾;玿;珁;珃;珄;珅;珆;珇;筹;;;;;;;;;;;;;;;;;;;;
珋玵玶玸珓珔珕珬;珮珯珰珱珳珴珵確;;;;;;玴;玜;玝;玞;玹;玼;玽;珖;珗;珘;珚;珛;珜;珝;珟;碠;;;;;;;;;;;;;;;;;;;;
珢珌珎珒珨珪珫珿;琀琁琂琄琇琈琋磑;;;;;;珋;玵;玶;玸;珓;珔;珕;珬;珮;珯;珰;珱;珳;珴;珵;確;;;;;;;;;;;;;;;;;;;;
珸珣珤珦珼珽現琖;琗琘琙琜琝琞琟磸;;;;;;珢;珌;珎;珒;珨;珪;珫;珿;琀;琁;琂;琄;琇;琈;琋;磑;;;;;;;;;;;;;;;;;;;;
琍珹珺珻琓琔琕琯;琱琲琷琸琹琺琻礋;;;;;;珸;珣;珤;珦;珼;珽;現;琖;琗;琘;琙;琜;琝;琞;琟;磸;;;;;;;;;;;;;;;;;;;;
琡琎琑琒琩琫琭瑆;瑇瑈瑉瑊瑋瑌瑍疮;;;;;;琍;珹;珺;珻;琓;琔;琕;琯;琱;琲;琷;琸;琹;琺;琻;礋;;;;;;ⅰ;ⅱ;ⅲ;ⅳ;ⅴ;ⅵ;ⅶ;ⅷ;ⅸ;ⅹ;;;;;
琾琣琤琧瑃瑄瑅瑖;瑘瑝瑠瑡瑢瑣瑤纯;;;;;;琡;琎;琑;琒;琩;琫;琭;瑆;瑇;瑈;瑉;瑊;瑋;瑌;瑍;疮;;;;;;⒈;⒉;⒊;⒋;⒌;⒍;⒎;⒏;⒐;⒑;⒒;⒓;⒔;⒕;⒖
瑎琿瑀瑂瑒瑓瑔瑮;瑯瑱瑲瑳瑴瑵瑸聪;;;;;;琾;琣;琤;琧;瑃;瑄;瑅;瑖;瑘;瑝;瑠;瑡;瑢;瑣;瑤;纯;;;;;⒗;⒘;⒙;⒚;⒛;⑴;⑵;⑶;⑷;⑸;⑹;⑺;⑻;⑼;⑽;⑾
瑦瑏瑐瑑瑪瑫瑬璆;璈璉璊璌璍璏璑催;;;;;;瑎;琿;瑀;瑂;瑒;瑓;瑔;瑮;瑯;瑱;瑲;瑳;瑴;瑵;瑸;聪;;;;;⑿;⒀;⒁;⒂;⒃;⒄;⒅;⒆;⒇;①;②;③;④;⑤;⑥;⑦
瑻瑧瑨瑩璂璄璅璚;璛璝璟璠璡璢璣达;;;;;;瑦;瑏;瑐;瑑;瑪;瑫;瑬;璆;璈;璉;璊;璌;璍;璏;璑;催;;;;;⑧;⑨;⑩;;;㈠;㈡;㈢;㈣;㈤;㈥;㈦;㈧;㈨;㈩;
璓瑼瑽瑿璗璘璙璯;環璱璲璳璴璵璶礝;;;;;;瑻;瑧;瑨;瑩;璂;璄;璅;璚;璛;璝;璟;璠;璡;璢;璣;达;;;;;;Ⅰ;Ⅱ;Ⅲ;Ⅳ;Ⅴ;Ⅵ;Ⅶ;Ⅷ;Ⅸ;Ⅹ;Ⅺ;Ⅻ;;;
璥璔璕璖璬璭璮瓀;瓁瓂瓃瓄瓅瓆瓇礯;;;;;;璓;瑼;瑽;瑿;璗;璘;璙;璯;環;璱;璲;璳;璴;璵;璶;礝;;;;;;！;＂;＃;￥;％;＆;＇;（;）;＊;＋;，;－;．;／
璸璦璪璫璽璾璿瓏;瓐瓑瓓瓔瓕瓖瓗祇;;;;;;璥;璔;璕;璖;璬;璭;璮;瓀;瓁;瓂;瓃;瓄;瓅;瓆;瓇;礯;;;;;０;１;２;３;４;５;６;７;８;９;：;；;＜;＝;＞;？
瓈璹璻璼瓌瓍瓎瓧;瓨瓩瓪瓫瓬瓭瓰祻;;;;;;璸;璦;璪;璫;璽;璾;璿;瓏;瓐;瓑;瓓;瓔;瓕;瓖;瓗;祇;;;;;＠;Ａ;Ｂ;Ｃ;Ｄ;Ｅ;Ｆ;Ｇ;Ｈ;Ｉ;Ｊ;Ｋ;Ｌ;Ｍ;Ｎ;Ｏ
瓙瓉瓊瓋瓟瓡瓥瓽;瓾甀甁甂甃甅甆禑;;;;;;瓈;璹;璻;璼;瓌;瓍;瓎;瓧;瓨;瓩;瓪;瓫;瓬;瓭;瓰;祻;;;;;Ｐ;Ｑ;Ｒ;Ｓ;Ｔ;Ｕ;Ｖ;Ｗ;Ｘ;Ｙ;Ｚ;［;＼;］;＾;＿
瓳瓚瓛瓝瓺瓻瓼甒;甔甕甖甗甛甝甞弹;;;;;;瓙;瓉;瓊;瓋;瓟;瓡;瓥;瓽;瓾;甀;甁;甂;甃;甅;甆;禑;;;;;｀;ａ;ｂ;ｃ;ｄ;ｅ;ｆ;ｇ;ｈ;ｉ;ｊ;ｋ;ｌ;ｍ;ｎ;ｏ
甈瓵瓸瓹甌甎甐甮;甴甶甹甼甽甿畁悼;;;;;;瓳;瓚;瓛;瓝;瓺;瓻;瓼;甒;甔;甕;甖;甗;甛;甝;甞;弹;;;;;ｐ;ｑ;ｒ;ｓ;ｔ;ｕ;ｖ;ｗ;ｘ;ｙ;ｚ;｛;｜;｝;￣;
甡甉甊甋甦甧甪畐;畑畒畓畕畖畗畘迪;;;;;;甈;瓵;瓸;瓹;甌;甎;甐;甮;甴;甶;甹;甼;甽;甿;畁;悼;;;;;;Α;Β;Γ;Δ;Ε;Ζ;Η;Θ;Ι;Κ;Λ;Μ;Ν;Ξ;Ο
畃產産甤畉畊畍畤;畧畨畩畫畬畭畮颠;;;;;;甡;甉;甊;甋;甦;甧;甪;畐;畑;畒;畓;畕;畖;畗;畘;迪;;;;;Π;Ρ;Σ;Τ;Υ;Φ;Χ;Ψ;Ω;;;;;;;
畝畄畆畇畡畢畣畻;畼畽畾疀疁疂疄碉;;;;;;畃;產;産;甤;畉;畊;畍;畤;畧;畨;畩;畫;畬;畭;畮;颠;;;;;;α;β;γ;δ;ε;ζ;η;θ;ι;κ;λ;μ;ν;ξ;ο
異畞畟畠當畷畺疓;疕疘疛疜疞疢疦禣;;;;;;畝;畄;畆;畇;畡;畢;畣;畻;畼;畽;畾;疀;疁;疂;疄;碉;;;;;π;ρ;σ;τ;υ;φ;χ;ψ;ω;;;;;;;
疇畱畳畵疍疎疐疻;疿痀痁痆痋痌痎禵;;;;;;異;畞;畟;畠;當;畷;畺;疓;疕;疘;疛;疜;疞;疢;疦;禣;;;;;︵;︶;︹;︺;︿;﹀;︽;︾;﹁;﹂;﹃;﹄;;;︻;︼
疈疉疊疌疶疷疺痝;痟痠痡痥痩痬痭秓;;;;;;疇;畱;畳;畵;疍;疎;疐;疻;疿;痀;痁;痆;痋;痌;痎;禵;;;;;︷;︸;︱;;︳;︴;;;;;;;;;;
疨疩疪疭痙痚痜痺;痻痽痾瘂瘄瘆瘇稄;;;;;;疈;疉;疊;疌;疶;疷;疺;痝;痟;痠;痡;痥;痩;痬;痭;秓;;;;;;А;Б;В;Г;Д;Е;Ё;Ж;З;И;Й;К;Л;М;Н
痐痑痓痗痶痷痸瘒;瘓瘔瘖瘚瘜瘝瘞稛;;;;;;疨;疩;疪;疭;痙;痚;痜;痺;痻;痽;痾;瘂;瘄;瘆;瘇;稄;;;;;О;П;Р;С;Т;У;Ф;Х;Ц;Ч;Ш;Щ;Ъ;Ы;Ь;Э
痯痲痳痵瘎瘏瘑瘲;瘶瘷瘹瘺瘻瘽癁动;;;;;;痐;痑;痓;痗;痶;痷;痸;瘒;瘓;瘔;瘖;瘚;瘜;瘝;瘞;稛;;;;;Ю;Я;;;;;;;;;;;;;;
瘈瘉瘋瘍瘮瘯瘱癎;癏癐癑癒癓癕癗犊;;;;;;痯;痲;痳;痵;瘎;瘏;瘑;瘲;瘶;瘷;瘹;瘺;瘻;瘽;癁;动;;;;;;а;б;в;г;д;е;ё;ж;з;и;й;к;л;м;н
瘣瘧瘨瘬癉癊癋癢;癤癥癦癧癨癩癪断;;;;;;瘈;瘉;瘋;瘍;瘮;瘯;瘱;癎;癏;癐;癑;癒;癓;癕;癗;犊;;;;;о;п;р;с;т;у;ф;х;ц;ч;ш;щ;ъ;ы;ь;э
癄癆癇癈癟癠癡癵;癶癷癹発發癿皀哆;;;;;;瘣;瘧;瘨;瘬;癉;癊;癋;癢;癤;癥;癦;癧;癨;癩;癪;断;;;;;ю;я;;;;;;;;;;;;;;
癅癚癛癝癲癳癴皐;皒皔皕皗皘皚皛讹;;;;;;癄;癆;癇;癈;癟;癠;癡;癵;癶;癷;癹;発;發;癿;皀;哆;;;;;ˊ;ˋ;˙;–;―;‥;‵;℅;℉;↖;↗;↘;↙;∕;∟;∣
癙癮癰癱皌皍皏皣;皥皦皧皨皩皪皫稯;;;;;;癅;癚;癛;癝;癲;癳;癴;皐;皒;皔;皕;皗;皘;皚;皛;讹;;;;;≒;≦;≧;⊿;═;║;╒;╓;╔;╕;╖;╗;╘;╙;╚;╛
癭皅皉皊皠皡皢皸;皹皺皻皼皽皾盀穇;;;;;;癙;癮;癰;癱;皌;皍;皏;皣;皥;皦;皧;皨;皩;皪;皫;稯;;;;;╜;╝;╞;╟;╠;╡;╢;╣;╤;╥;╦;╧;╨;╩;╪;╫
皃皝皞皟皵皶皷哀;皑癌蔼矮艾碍爱穙;;;;;;癭;皅;皉;皊;皠;皡;皢;皸;皹;皺;皻;皼;皽;皾;盀;穇;;;;;╬;╭;╮;╯;╰;╱;╲;╳;▁;▂;▃;▄;▅;▆;▇;
皜皯皰皳挨哎唉胺;案肮昂盎凹敖熬窂;;;;;;皃;皝;皞;皟;皵;皶;皷;哀;皑;癌;蔼;矮;艾;碍;爱;穙;;;;;█;▉;▊;▋;▌;▍;▎;▏;▓;▔;▕;▼;▽;◢;◣;◤
皭啊阿埃按暗岸扒;叭吧笆八疤巴拔窡;;;;;;皜;皯;皰;皳;挨;哎;唉;胺;案;肮;昂;盎;凹;敖;熬;窂;;;;;◥;☉;⊕;〒;〝;〞;;;;;;;;;;
